# output_current.csv run at 2000-01-01 00:00:00 EST on 683 links
link_name,currA_real,currA_imag,currB_real,currB_imag,currC_real,currC_imag
R5-12-47-1_ol_81,399.255604,-259.430129,-448.210143,-233.245118,43.866383,595.736463
R5-12-47-1_ol_82,0.000000,0.000000,-23.515442,-13.034220,0.000000,0.000000
R5-12-47-1_ol_83,0.000000,0.000000,-3.726242,-2.047156,0.000000,0.000000
R5-12-47-1_ol_84,0.000000,0.000000,-4.270159,-2.351253,0.000000,0.000000
R5-12-47-1_ol_85,0.000000,0.000000,-3.577111,-1.969115,0.000000,0.000000
R5-12-47-1_ol_86,0.000000,0.000000,0.000000,0.000000,0.416705,18.080786
R5-12-47-1_ol_87,398.658235,-259.073329,-419.816480,-217.518502,43.682965,566.460409
R5-12-47-1_ol_88,0.000000,0.000000,-3.034447,-1.643853,0.000000,0.000000
R5-12-47-1_ol_89,6.232984,-3.657259,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_ol_90,0.000000,0.000000,-6.338297,-3.451043,0.000000,0.000000
R5-12-47-1_ol_91,0.000000,0.000000,0.000000,0.000000,0.219161,6.324124
R5-12-47-1_ol_92,0.000000,0.000000,0.000000,0.000000,-0.055096,7.405822
R5-12-47-1_ol_93,0.000000,0.000000,0.000000,0.000000,0.085671,11.569153
R5-12-47-1_ol_94,27.022097,-16.298204,0.000000,0.000000,0.274940,4.436356
R5-12-47-1_ol_95,2.207171,-1.362963,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_ol_96,22.635087,-14.095313,-0.067135,-0.070920,0.000000,0.000000
R5-12-47-1_ol_97,10.947970,-6.819956,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_ol_98,0.000000,0.000000,0.000000,0.000000,0.286019,8.217704
R5-12-47-1_ol_99,0.000000,0.000000,0.000000,0.000000,0.511365,18.212667
R5-12-47-1_ol_100,0.000000,0.000000,0.000000,0.000000,0.385511,10.940935
R5-12-47-1_ol_101,5.202290,-2.811868,-0.620160,-0.339324,0.706768,21.978270
R5-12-47-1_ol_102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_ol_103,0.000000,0.000000,0.000000,0.000000,-0.055096,7.405822
R5-12-47-1_ol_104,334.219162,-219.914796,-316.322490,-161.488206,40.085865,451.321244
R5-12-47-1_ol_105,262.362647,-175.084173,-316.208275,-161.379259,38.467976,400.222505
R5-12-47-1_ol_106,262.362647,-175.084173,-316.208275,-161.379259,38.226784,393.533522
R5-12-47-1_ol_107,0.000000,0.000000,0.000000,0.000000,1.514001,42.899906
R5-12-47-1_ol_108,35.813137,-22.386455,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_ol_109,298.175784,-197.470628,-316.208275,-161.379259,38.467976,400.222505
R5-12-47-1_ol_110,36.043378,-22.444168,-0.114215,-0.108948,0.000000,0.000000
R5-12-47-1_ol_111,0.000000,0.000000,-15.730187,-8.368967,0.640422,24.564770
R5-12-47-1_ol_112,7.524267,-4.643153,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_ol_113,0.000000,0.000000,-34.834977,-18.813168,0.000000,0.000000
R5-12-47-1_ol_114,0.000000,0.000000,0.000000,0.000000,0.531485,21.345464
R5-12-47-1_ol_115,34.181417,-20.689479,0.000000,0.000000,0.289529,5.139633
R5-12-47-1_ol_116,22.434479,-13.645899,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_ol_117,356.653641,-233.560695,-362.704953,-186.555252,42.854642,539.623679
R5-12-47-1_ol_118,0.000000,0.000000,-7.754460,-4.162024,0.000000,0.000000
R5-12-47-1_ol_119,0.000000,0.000000,-30.652275,-16.698079,0.000000,0.000000
R5-12-47-1_ol_120,0.000000,0.000000,-16.189987,-8.802271,0.000000,0.000000
R5-12-47-1_ol_121,364.177908,-238.203848,-413.729917,-214.170691,42.854642,539.623679
R5-12-47-1_ol_122,0.000000,0.000000,0.000000,0.000000,0.241192,6.688983
R5-12-47-1_ol_123,0.000000,0.000000,0.000000,0.000000,1.404329,45.231724
R5-12-47-1_ol_124,0.000000,0.000000,0.000000,0.000000,0.371974,9.951957
R5-12-47-1_ol_125,0.000000,0.000000,0.000000,0.000000,0.306791,7.245741
R5-12-47-1_ol_126,262.362647,-175.084173,-316.208275,-161.379259,36.712783,350.633616
R5-12-47-1_ol_127,0.000000,0.000000,-13.431274,-7.123444,0.000000,0.000000
R5-12-47-1_ol_128,0.000000,0.000000,-30.680049,-16.499570,0.000000,0.000000
R5-12-47-1_ol_129,334.219162,-219.914796,-316.322490,-161.488206,42.214220,515.058909
R5-12-47-1_ol_130,0.000000,0.000000,0.000000,0.000000,2.128354,63.737665
R5-12-47-1_ol_131,0.000000,0.000000,0.000000,0.000000,1.617889,51.098739
R5-12-47-1_ol_132,334.219162,-219.914796,-362.704953,-186.555252,42.854642,539.623679
R5-12-47-1_ol_133,364.177908,-238.203848,-362.704953,-186.555252,42.854642,539.623679
R5-12-47-1_ol_134,364.177908,-238.203848,-413.729917,-214.170691,43.386127,560.969143
R5-12-47-1_ol_135,398.658235,-259.073329,-416.239368,-215.549387,43.682965,566.460409
R5-12-47-1_ol_136,-0.000000,-0.000000,0.000000,0.000000,0.882864,8.770312
R5-12-47-1_ol_137,0.000000,0.000000,-44.111322,-23.623014,0.000000,0.000000
R5-12-47-1_ol_138,21.450556,-14.879260,-26.382398,-15.128983,5.042413,30.448941
R5-12-47-1_ol_139,10.516613,-7.316973,-12.057245,-5.819795,1.116551,14.092878
R5-12-47-1_ol_140,399.554069,-259.607113,-448.512640,-233.415857,43.530889,605.020073
R5-12-47-1_ol_141,0.000000,0.000000,0.000000,0.000000,0.699016,15.821811
R5-12-47-1_ol_142,0.000000,0.000000,0.000000,0.000000,1.322406,27.321291
R5-12-47-1_ol_143,11.195490,-7.810452,-15.142888,-9.697012,3.999925,17.864868
R5-12-47-1_ol_144,87.514432,-58.105755,-79.017282,-38.009812,10.213222,92.096648
R5-12-47-1_ol_145,6.302784,-1.571499,-1.826357,-0.901502,2.813058,6.034150
R5-12-47-1_ol_146,6.803233,-2.593866,-12.901685,-6.517969,2.813058,6.034150
R5-12-47-1_ol_147,9.402460,-4.070199,-15.474767,-8.051034,2.797343,9.062669
R5-12-47-1_ol_148,0.000000,0.000000,-17.374638,-9.645771,0.000000,0.000000
R5-12-47-1_ol_149,0.000000,0.000000,-13.830252,-7.616893,0.000000,0.000000
R5-12-47-1_ol_150,0.000000,0.000000,-8.193390,-4.508040,0.000000,0.000000
R5-12-47-1_ol_151,10.525516,-6.306532,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_ol_152,14.898203,-9.144198,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_ol_153,21.703495,-13.174840,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_ol_154,26.735558,-16.259114,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_ol_155,31.363144,-18.956293,0.000000,0.000000,0.282221,4.788000
R5-12-47-1_ol_156,0.000000,0.000000,0.000000,0.000000,0.161424,7.348571
R5-12-47-1_ol_157,0.000000,0.000000,0.000000,0.000000,0.318584,12.232064
R5-12-47-1_ol_158,0.000000,0.000000,0.000000,0.000000,0.330516,14.699739
R5-12-47-1_ol_159,0.000000,0.000000,-12.181209,-6.602326,0.000000,0.000000
R5-12-47-1_ol_160,0.000000,0.000000,-26.836630,-14.449288,0.000000,0.000000
R5-12-47-1_ol_161,0.000000,0.000000,-31.377850,-16.930985,0.000000,0.000000
R5-12-47-1_ol_162,0.000000,0.000000,-8.623480,-4.734896,0.348841,9.856243
R5-12-47-1_ol_163,0.000000,0.000000,-8.930449,-4.905236,0.591259,17.251042
R5-12-47-1_ol_164,0.000000,0.000000,-9.343886,-4.879098,0.631676,24.211630
R5-12-47-1_ol_165,0.000000,0.000000,-15.730187,-8.368967,0.640422,24.564770
R5-12-47-1_ol_166,0.000000,0.000000,0.000000,0.000000,1.132171,34.941920
R5-12-47-1_ol_167,0.000000,0.000000,0.000000,0.000000,1.213595,37.334070
R5-12-47-1_ol_168,0.000000,0.000000,0.000000,0.000000,1.451424,44.242935
R5-12-47-1_ol_169,13.487975,-8.388193,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_ol_170,15.843837,-9.854477,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_ol_171,13.847859,-8.619352,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_ol_172,19.663496,-12.229248,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_ol_173,23.228522,-14.448229,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_ol_174,0.000000,0.000000,0.000000,0.000000,1.278002,36.499927
R5-12-47-1_ol_175,0.000000,0.000000,0.000000,0.000000,0.869866,25.837668
R5-12-47-1_ol_176,0.000000,0.000000,0.000000,0.000000,0.519451,17.086976
R5-12-47-1_ol_177,17.298967,-10.488581,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_ol_178,13.932190,-8.411703,0.000000,0.000000,0.000000,0.000000
R5-12-47-1_ol_179,0.000000,0.000000,-20.413472,-11.108297,0.000000,0.000000
R5-12-47-1_ol_180,0.000000,0.000000,-25.589268,-13.955077,0.000000,0.000000
R5-12-47-1_ol_181,0.000000,0.000000,-18.216622,-9.916301,0.000000,0.000000
R5-12-47-1_ol_182,0.000000,0.000000,-12.018712,-6.538718,0.000000,0.000000
R5-12-47-1_ol_183,0.000000,0.000000,0.000000,0.000000,0.676930,19.494730
R5-12-47-1_ol_184,0.000000,0.000000,0.000000,0.000000,0.444613,12.832548
R5-12-47-1_ol_185,0.000000,0.000000,0.000000,0.000000,0.269124,17.365594
R5-12-47-1_ol_186,0.000000,0.000000,-11.188344,-6.009809,0.000000,0.000000
R5-12-47-1_ol_187,0.000000,0.000000,0.000000,0.000000,0.920917,21.931916
R5-12-47-1_ol_188,0.000000,0.000000,-22.161180,-11.895885,0.000000,0.000000
R5-12-47-1_ol_189,249.425441,-166.823678,-258.818144,-131.287968,34.743175,328.569524
R5-12-47-1_ol_190,11.195490,-7.810452,-15.142888,-9.697012,3.999925,17.864868
R5-12-47-1_ol_191,198.364569,-136.356007,-195.930134,-93.400028,30.863012,214.595770
R5-12-47-1_ul_1,71.679982,-49.645381,-78.702912,-37.840432,7.503926,88.076931
R5-12-47-1_ul_2,400.449037,-260.135089,-456.345355,-237.802787,43.807759,630.329658
R5-12-47-1_ul_3,0.000000,0.000000,0.000000,0.000000,-0.104710,4.040574
R5-12-47-1_ul_4,11.546051,-7.921390,-12.661307,-6.128369,1.181467,14.146041
R5-12-47-1_ul_5,0.000000,0.000000,-5.999218,-3.715185,0.000000,0.000000
R5-12-47-1_ul_6,0.000000,0.000000,-4.237212,-2.546391,0.000000,0.000000
R5-12-47-1_ul_7,15.250902,-10.649892,-16.846584,-8.009730,1.688631,18.785756
R5-12-47-1_ul_8,8.756850,-11.147510,-14.052119,-2.105754,5.388070,13.327628
R5-12-47-1_ul_9,15.772385,-11.090430,-17.466390,-8.244750,1.792099,19.460880
R5-12-47-1_ul_10,0.000000,0.000000,-4.270159,-2.351253,0.000000,0.000000
R5-12-47-1_ul_11,0.000000,0.000000,-3.577111,-1.969115,0.000000,0.000000
R5-12-47-1_ul_12,10.215522,-7.128740,-11.277383,-5.367473,1.123283,12.580362
R5-12-47-1_tl_1,5.087232,247.488975,-5.087232,-247.488975,0.000000,-0.000000
R5-12-47-1_tl_2,0.077308,39.363762,-0.077308,-39.363762,-0.000000,0.000000
R5-12-47-1_tl_3,-235.686625,-132.587305,235.686625,132.587305,-0.000000,-0.000000
R5-12-47-1_tl_4,-270.319541,-153.243678,270.319541,153.243678,0.000000,0.000000
R5-12-47-1_tl_5,-0.217931,11.248503,0.217931,-11.248503,-0.000000,0.000000
R5-12-47-1_tl_6,6.811147,342.362434,-6.811147,-342.362434,-0.000000,0.000000
R5-12-47-1_tl_7,9.731205,-5.171589,-9.731205,5.171589,0.000000,-0.000000
R5-12-47-1_tl_8,-9.342769,-5.862836,9.342769,5.862836,-0.000000,0.000000
R5-12-47-1_tl_9,-0.993696,188.213380,0.993696,-188.213380,0.000000,-0.000000
R5-12-47-1_tl_10,-225.475760,-129.885125,225.475760,129.885125,0.000000,0.000000
R5-12-47-1_tl_11,9.726986,-5.150170,-9.726986,5.150170,-0.000000,-0.000000
R5-12-47-1_tl_12,-9.318106,-5.864110,9.318106,5.864110,-0.000000,0.000000
R5-12-47-1_tl_13,-0.996903,296.512169,0.996903,-296.512169,-0.000000,0.000000
R5-12-47-1_tl_14,0.284197,112.121699,-0.284197,-112.121699,0.000000,-0.000000
R5-12-47-1_tl_15,2.754554,259.258890,-2.754554,-259.258890,0.000000,0.000000
R5-12-47-1_tl_16,9.721031,-5.120336,-9.721031,5.120336,0.000000,0.000000
R5-12-47-1_tl_17,-9.282552,-5.865658,9.282552,5.865658,0.000000,0.000000
R5-12-47-1_tl_18,-3.433053,189.760889,3.433053,-189.760889,-0.000000,0.000000
R5-12-47-1_tl_19,9.796762,-5.475287,-9.796762,5.475287,-0.000000,-0.000000
R5-12-47-1_tl_20,-289.854450,-174.790450,289.854450,174.790450,0.000000,0.000000
R5-12-47-1_tl_21,-0.105838,11.382209,0.105838,-11.382209,-0.000000,0.000000
R5-12-47-1_tl_22,-62.176958,-88.310036,62.176958,88.310036,-0.000000,0.000000
R5-12-47-1_tl_23,9.790579,-5.456040,-9.790579,5.456040,-0.000000,-0.000000
R5-12-47-1_tl_24,-9.629854,-5.830317,9.629854,5.830317,0.000000,0.000000
R5-12-47-1_tl_25,-3.067273,259.076188,3.067273,-259.076188,0.000000,-0.000000
R5-12-47-1_tl_26,9.778305,-5.407598,-9.778305,5.407598,0.000000,-0.000000
R5-12-47-1_tl_27,-9.585653,-5.839376,9.585653,5.839376,0.000000,0.000000
R5-12-47-1_tl_28,1.818484,69.700450,-1.818484,-69.700450,0.000000,0.000000
R5-12-47-1_tl_29,7.334121,272.307408,-7.334121,-272.307408,-0.000000,0.000000
R5-12-47-1_tl_30,218.590471,-124.545194,-218.590471,124.545194,-0.000000,-0.000000
R5-12-47-1_tl_31,-9.646239,-5.825852,9.646239,5.825852,0.000000,0.000000
R5-12-47-1_tl_32,-0.106491,11.382006,0.106491,-11.382006,-0.000000,0.000000
R5-12-47-1_tl_33,9.799827,-5.485907,-9.799827,5.485907,0.000000,-0.000000
R5-12-47-1_tl_34,-39.416117,-21.888774,39.416117,21.888774,0.000000,-0.000000
R5-12-47-1_tl_35,-0.101153,11.389644,0.101153,-11.389644,0.000000,-0.000000
R5-12-47-1_tl_36,302.554789,-183.260021,-302.554789,183.260021,-0.000000,-0.000000
